evidence_id,timeline_record_id,video_id,relative_path,master_or_derivative,file_role,sha256,size_bytes,mime_type,source_video,timestamp,verification_state,notes
phase0-frame-video-004-tl-012,phase0-video-004-tl-012,phase0-video-004,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_023/CF27_XBOXUNKNOWN_RTG_SKINTONE_023_MENU_video-004_31p50s.png,derivative,existing_research_derivative,b683e35176283f433884ce3856a62ef67181800ea824b41a24c53aed27160349,1486678,image/png,04_Skin_Tone.mp4,31.5,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-004-tl-013,phase0-video-004-tl-013,phase0-video-004,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_024/CF27_XBOXUNKNOWN_RTG_SKINTONE_024_MENU_video-004_33p00s.png,derivative,existing_research_derivative,3695744233b4cd638e786f055d017e224323cc8b249ee65a6ca3d1b488e317ac,1382769,image/png,04_Skin_Tone.mp4,33,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-004-tl-014,phase0-video-004-tl-014,phase0-video-004,data/phase-zero/derivative-frames/video-004-tl-014_04-skin-tone-mp4_35p5s.png,derivative,phase_zero_timeline_derivative,58e72bde21b8aca6d7ff0cc978882a2a225adbead1b1a5d25e3ea77e9643d36d,1398192,image/png,04_Skin_Tone.mp4,35.5,OBSERVED_PENDING_VERIFICATION,Phase 0 timeline derivative extracted at full source resolution without cropping or appearance alteration.
phase0-frame-video-004-tl-015,phase0-video-004-tl-015,phase0-video-004,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_014/CF27_XBOXUNKNOWN_RTG_SKINTONE_014_MENU_video-004_38p00s.png,derivative,existing_research_derivative,85328015d10eeedb7341a3f01eea6047b7d039b8723bfa42e0101b7e0d3c0ccd,1481227,image/png,04_Skin_Tone.mp4,38,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-004-tl-016,phase0-video-004-tl-016,phase0-video-004,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_013/CF27_XBOXUNKNOWN_RTG_SKINTONE_013_MENU_video-004_39p50s.png,derivative,existing_research_derivative,57ed95ef5876d0bab4993a86bd088d9a634da02828a36b8b2905cd861fd2ffcf,1396801,image/png,04_Skin_Tone.mp4,39.5,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-004-tl-017,phase0-video-004-tl-017,phase0-video-004,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_010/CF27_XBOXUNKNOWN_RTG_SKINTONE_010_MENU_video-004_41p50s.png,derivative,existing_research_derivative,66b93efcf272b6087a74b3061f0b3ad76f43cfc4d19d9d0a94ed6e7cc79eacc6,1453454,image/png,04_Skin_Tone.mp4,41.5,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-004-tl-018,phase0-video-004-tl-018,phase0-video-004,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_012/CF27_XBOXUNKNOWN_RTG_SKINTONE_012_MENU_video-004_43p50s.png,derivative,existing_research_derivative,6fb56cce8e7b6937e912e10e3c7a6c0779b5c280f1b01bd436ce69ca487b5e99,1469472,image/png,04_Skin_Tone.mp4,43.5,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-004-tl-019,phase0-video-004-tl-019,phase0-video-004,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_001/CF27_XBOXUNKNOWN_RTG_SKINTONE_001_MENU_video-004_45p50s.png,derivative,existing_research_derivative,d0c74f973e3797777b9e937cf7811cd5022323f73b6bce6e5d0f7b15f182b2d6,1443593,image/png,04_Skin_Tone.mp4,45.5,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-004-tl-020,phase0-video-004-tl-020,phase0-video-004,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_002/CF27_XBOXUNKNOWN_RTG_SKINTONE_002_MENU_video-004_47p00s.png,derivative,existing_research_derivative,8d9cbd282a9261e76948802c0e47ed11034421311cef14d737888bf1464b70fc,1454350,image/png,04_Skin_Tone.mp4,47,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-004-tl-021,phase0-video-004-tl-021,phase0-video-004,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_003/CF27_XBOXUNKNOWN_RTG_SKINTONE_003_MENU_video-004_48p50s.png,derivative,existing_research_derivative,b42f9dcab6e7c5106865c5ab10d9759d9a586857be201dcce23841ca91319803,1472773,image/png,04_Skin_Tone.mp4,48.5,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-004-tl-022,phase0-video-004-tl-022,phase0-video-004,data/phase-zero/derivative-frames/video-004-tl-022_04-skin-tone-mp4_50p5s.png,derivative,phase_zero_timeline_derivative,aeb1d7317602b2d07242f99f3e11f50a257839cbc217c3fc80e9854be63e17d8,1487778,image/png,04_Skin_Tone.mp4,50.5,OBSERVED_PENDING_VERIFICATION,Phase 0 timeline derivative extracted at full source resolution without cropping or appearance alteration.
phase0-frame-video-004-tl-023,phase0-video-004-tl-023,phase0-video-004,data/phase-zero/derivative-frames/video-004-tl-023_04-skin-tone-mp4_52p91s.png,derivative,phase_zero_timeline_derivative,52fb53a290dd60a0325f7601bdd64bfe486cde1cc24de438fd5066596ec4eb04,1430584,image/png,04_Skin_Tone.mp4,52.91,OBSERVED_PENDING_VERIFICATION,Phase 0 timeline derivative extracted at full source resolution without cropping or appearance alteration.
phase0-frame-video-005-tl-002,phase0-video-005-tl-002,phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001_MENU_video-005_8p00s.png,derivative,existing_research_derivative,7c15b44b022de8209eb8de659a64ceba3bb14efdaf9502cdecceb98c19f86278,1526108,image/png,05_Skin_Details.mp4,8,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-005-tl-003,phase0-video-005-tl-003,phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002_MENU_video-005_10p00s.png,derivative,existing_research_derivative,6f344155a804d0e05743144c8091b6bd1536001841a4baa714318d6b629fb2ec,1531118,image/png,05_Skin_Details.mp4,10,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-005-tl-004,phase0-video-005-tl-004,phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003_MENU_video-005_13p00s.png,derivative,existing_research_derivative,10ca0e3680a730321aefeeec831cfe866acef89988eddfad27287ff4128de46f,1536371,image/png,05_Skin_Details.mp4,13,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-005-tl-005,phase0-video-005-tl-005,phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004_MENU_video-005_15p50s.png,derivative,existing_research_derivative,f389b2a66617594496967c38dbcfe285116c55d76aa249e89b192bfa24519ae4,1478378,image/png,05_Skin_Details.mp4,15.5,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-005-tl-006,phase0-video-005-tl-006,phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008_MENU_video-005_18p00s.png,derivative,existing_research_derivative,bbfc2ba7f18336bdb59939f3c4be3bf6d2dea56531841573f8cdd9427898be6a,1506690,image/png,05_Skin_Details.mp4,18,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-005-tl-007,phase0-video-005-tl-007,phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007_MENU_video-005_20p00s.png,derivative,existing_research_derivative,8ff9550a97891310dca6fab20891761c0a352318198622a9307a83f0916ff8e1,1505933,image/png,05_Skin_Details.mp4,20,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-005-tl-008,phase0-video-005-tl-008,phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006_MENU_video-005_22p00s.png,derivative,existing_research_derivative,adc62dbcc6186c5d98ee2e93fcbbc32187c2a1d4af837e713552e306e1237c3d,1562257,image/png,05_Skin_Details.mp4,22,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-005-tl-009,phase0-video-005-tl-009,phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005_MENU_video-005_24p00s.png,derivative,existing_research_derivative,3428a87e3a4ae4e94b8af5f2e72069b8c76a733ce1f686dac261c64316d07a8c,1579177,image/png,05_Skin_Details.mp4,24,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-005-tl-010,phase0-video-005-tl-010,phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009_MENU_video-005_26p00s.png,derivative,existing_research_derivative,dafc00930bc01fea10c680ec70e8b6fa2c6a946c767017ab14eba471e1a5ea14,1512459,image/png,05_Skin_Details.mp4,26,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-005-tl-011,phase0-video-005-tl-011,phase0-video-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010_MENU_video-005_29p00s.png,derivative,existing_research_derivative,254d86eb2ae21cd08150dab39d8d577c101a09acfbe0e6d940b91093f5bbf396,1544399,image/png,05_Skin_Details.mp4,29,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-006-tl-002,phase0-video-006-tl-002,phase0-video-006,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_001/CF27_XBOXUNKNOWN_RTG_EYESHAPE_001_MENU_video-006_14p00s.png,derivative,existing_research_derivative,04d62fca726a41aed7e0092a8cc19dd4b53982312b6f51660418250968232d45,1212653,image/png,06_Eye_Shape.mp4,14,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-006-tl-003,phase0-video-006-tl-003,phase0-video-006,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_002/CF27_XBOXUNKNOWN_RTG_EYESHAPE_002_MENU_video-006_16p00s.png,derivative,existing_research_derivative,d293523adec68c318173dd98bedd64aed9a07032af57006f949a422fa530afd2,1356839,image/png,06_Eye_Shape.mp4,16,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-006-tl-004,phase0-video-006-tl-004,phase0-video-006,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_003/CF27_XBOXUNKNOWN_RTG_EYESHAPE_003_MENU_video-006_18p00s.png,derivative,existing_research_derivative,53038effa7cd6fda18cd041900e07f2e02159c2a85d5d7628062adaed0031bab,1345372,image/png,06_Eye_Shape.mp4,18,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-006-tl-005,phase0-video-006-tl-005,phase0-video-006,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_004/CF27_XBOXUNKNOWN_RTG_EYESHAPE_004_MENU_video-006_19p00s.png,derivative,existing_research_derivative,bdd753544771499cbf8e6fc4bea3157c8a6799b0f929564976ab8176d860a13d,1326598,image/png,06_Eye_Shape.mp4,19,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-006-tl-006,phase0-video-006-tl-006,phase0-video-006,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_005_MENU_video-006_22p00s.png,derivative,existing_research_derivative,acf7b0a186924ddf281dd3e8bedf15ba710aa41357384d3d35e451c6265c093a,1360395,image/png,06_Eye_Shape.mp4,22,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-007-tl-002,phase0-video-007-tl-002,phase0-video-007,data/phase-zero/derivative-frames/video-007-tl-002_07-eye-color-mp4_12s.png,derivative,phase_zero_timeline_derivative,f5b232408614083b48bb908d400b274a669812f54de44a9518fdcda329e4d6d3,1285442,image/png,07_Eye_Color.mp4,12,OBSERVED_PENDING_VERIFICATION,Phase 0 timeline derivative extracted at full source resolution without cropping or appearance alteration.
phase0-frame-video-007-tl-003,phase0-video-007-tl-003,phase0-video-007,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_001/CF27_XBOXUNKNOWN_RTG_EYECOLOR_001_MENU_THUMBNAIL_EVIDENCE_video-007_13p00s.png,derivative,existing_research_derivative,b99e80a249cc920e5e89e87d14361562d2924012e41728f027c14b819326ea2e,1434091,image/png,07_Eye_Color.mp4,13,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-007-tl-004,phase0-video-007-tl-004,phase0-video-007,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_003/CF27_XBOXUNKNOWN_RTG_EYECOLOR_003_MENU_THUMBNAIL_EVIDENCE_video-007_17p00s.png,derivative,existing_research_derivative,f54a4d7ba5f909446093ec7d6eb57f9363f438ac5f3478c67c79777d917918ac,1396438,image/png,07_Eye_Color.mp4,17,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-007-tl-005,phase0-video-007-tl-005,phase0-video-007,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_004/CF27_XBOXUNKNOWN_RTG_EYECOLOR_004_MENU_THUMBNAIL_EVIDENCE_video-007_19p00s.png,derivative,existing_research_derivative,faf88bb8ac9a95e892e07c71a9a3c4cc000f1b4cededdca5a6a996d70e46f1e9,1399095,image/png,07_Eye_Color.mp4,19,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-007-tl-006,phase0-video-007-tl-006,phase0-video-007,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_007_MENU_THUMBNAIL_EVIDENCE_video-007_22p00s.png,derivative,existing_research_derivative,21ac2e39811facfa4eaa51932dca07c24de09a34726d4d6a35bd74bbdeda82a2,1399065,image/png,07_Eye_Color.mp4,22,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-007-tl-007,phase0-video-007-tl-007,phase0-video-007,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_006/CF27_XBOXUNKNOWN_RTG_EYECOLOR_006_MENU_THUMBNAIL_EVIDENCE_video-007_24p00s.png,derivative,existing_research_derivative,71e79e9fcda2a5ea5eb048129af70deba4b57e4e84f52cfff03cb7223b3c8484,1396966,image/png,07_Eye_Color.mp4,24,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-007-tl-008,phase0-video-007-tl-008,phase0-video-007,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_005/CF27_XBOXUNKNOWN_RTG_EYECOLOR_005_MENU_THUMBNAIL_EVIDENCE_video-007_28p00s.png,derivative,existing_research_derivative,0c39378a93d80b479940e45842dfe44f1ae4e3ec87b7202181bad4f7dab7fe49,1413848,image/png,07_Eye_Color.mp4,28,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-008-tl-002,phase0-video-008-tl-002,phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_005/CF27_XBOXUNKNOWN_RTG_NOSE_005_BEST_AVAILABLE_THREE_QUARTER_video-008_14p00s.png,derivative,existing_research_derivative,b87bc1365340deba50f9867863057e3fd2e2a73fc6e1b2c2767b5b0609a7919e,1367916,image/png,08_Nose.mp4,14,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-008-tl-003,phase0-video-008-tl-003,phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_001/CF27_XBOXUNKNOWN_RTG_NOSE_001_MENU_EVIDENCE_video-008_15p00s.png,derivative,existing_research_derivative,e05ae434ceb526fcf59ea954196f23f7040f98511a10a040ee82813d0d25b740,1363781,image/png,08_Nose.mp4,15,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-008-tl-004,phase0-video-008-tl-004,phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_002/CF27_XBOXUNKNOWN_RTG_NOSE_002_MENU_EVIDENCE_video-008_17p00s.png,derivative,existing_research_derivative,65c1d83eb8037ca2618b058732dacd605db911d8a03d0dbf3cefef4366cab4ed,1327297,image/png,08_Nose.mp4,17,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-008-tl-005,phase0-video-008-tl-005,phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_003/CF27_XBOXUNKNOWN_RTG_NOSE_003_MENU_EVIDENCE_video-008_19p00s.png,derivative,existing_research_derivative,d1f8e83879c35f3ffbe78189cbfc7cf7a3b7f7880c1237281f53bf4901dfde34,1388072,image/png,08_Nose.mp4,19,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-008-tl-006,phase0-video-008-tl-006,phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_004/CF27_XBOXUNKNOWN_RTG_NOSE_004_MENU_EVIDENCE_video-008_21p00s.png,derivative,existing_research_derivative,29d07f6899421a5dca22a7785b203d4b02d24f4a65d613bcc643534fb61499a6,1382977,image/png,08_Nose.mp4,21,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-008-tl-007,phase0-video-008-tl-007,phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_007/CF27_XBOXUNKNOWN_RTG_NOSE_007_MENU_EVIDENCE_video-008_23p00s.png,derivative,existing_research_derivative,08b6ff5ac4f5f6a329eeb64c78887033bb640d98457d06e1bc3d409ce4c1cfae,1413564,image/png,08_Nose.mp4,23,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
phase0-frame-video-008-tl-008,phase0-video-008-tl-008,phase0-video-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_006/CF27_XBOXUNKNOWN_RTG_NOSE_006_MENU_EVIDENCE_video-008_26p00s.png,derivative,existing_research_derivative,3220379312d8ad4d1557e894a605a5287cd74c7c79cab535d0eb4677159ae588,1401602,image/png,08_Nose.mp4,26,OBSERVED_PENDING_VERIFICATION,Existing research derivative frame linked to this timeline event; source video remains unchanged.
